nama_file,kelas_asli,persentase_kecacatan,diameter_rata_rata,kadar_air,label_kualitas,apakah_ekspor,persentase_kecacatan_minmax,diameter_rata_rata_minmax,kadar_air_minmax,persentase_kecacatan_std,diameter_rata_rata_std,kadar_air_std
green (243).png,Green,100.0,6.66,12.2,Lokal,0,1.0,0.7557,0.5946,0.9712,0.2635,0.5325
green (244).png,Green,100.0,6.28,12.3,Lokal,0,1.0,0.6942,0.6216,0.9712,-0.1737,0.6517
green (245).png,Green,100.0,6.12,12.9,Lokal,0,1.0,0.6683,0.7838,0.9712,-0.3578,1.3666
green (246).png,Green,100.0,6.39,12.8,Lokal,0,1.0,0.712,0.7568,0.9712,-0.0471,1.2474
green (247).png,Green,100.0,5.34,12.5,Lokal,0,1.0,0.5421,0.6757,0.9712,-1.2551,0.89
green (248).png,Green,100.0,6.42,12.2,Lokal,0,1.0,0.7168,0.5946,0.9712,-0.0126,0.5325
green (249).png,Green,100.0,5.86,12.7,Lokal,0,1.0,0.6262,0.7297,0.9712,-0.6569,1.1283
green (25).png,Green,100.0,5.18,12.3,Lokal,0,1.0,0.5162,0.6216,0.9712,-1.4392,0.6517
green (250).png,Green,100.0,5.73,12.4,Lokal,0,1.0,0.6052,0.6486,0.9712,-0.8065,0.7708
green (251).png,Green,100.0,6.02,12.6,Lokal,0,1.0,0.6521,0.7027,0.9712,-0.4728,1.0091
green (252).png,Green,100.0,5.75,13.2,Lokal,0,1.0,0.6084,0.8649,0.9712,-0.7834,1.7241
green (253).png,Green,100.0,5.99,13.4,Lokal,0,1.0,0.6472,0.9189,0.9712,-0.5073,1.9624
green (254).png,Green,100.0,3.6,13.1,Lokal,0,1.0,0.2605,0.8378,0.9712,-3.2569,1.6049
green (255).png,Green,100.0,5.93,12.9,Lokal,0,1.0,0.6375,0.7838,0.9712,-0.5764,1.3666
green (256).png,Green,100.0,2.83,13.0,Lokal,0,1.0,0.1359,0.8108,0.9712,-4.1428,1.4858
green (257).png,Green,100.0,5.94,13.1,Lokal,0,1.0,0.6392,0.8378,0.9712,-0.5649,1.6049
green (258).png,Green,100.0,5.78,13.0,Lokal,0,1.0,0.6133,0.8108,0.9712,-0.7489,1.4858
green (259).png,Green,100.0,5.77,12.6,Lokal,0,1.0,0.6117,0.7027,0.9712,-0.7604,1.0091
green (26).png,Green,100.0,5.62,12.6,Lokal,0,1.0,0.5874,0.7027,0.9712,-0.933,1.0091
green (260).png,Green,100.0,5.49,12.9,Lokal,0,1.0,0.5663,0.7838,0.9712,-1.0826,1.3666
green (261).png,Green,100.0,5.84,13.0,Lokal,0,1.0,0.623,0.8108,0.9712,-0.6799,1.4858
green (262).png,Green,100.0,5.43,12.6,Lokal,0,1.0,0.5566,0.7027,0.9712,-1.1516,1.0091
green (263).png,Green,100.0,6.02,12.6,Lokal,0,1.0,0.6521,0.7027,0.9712,-0.4728,1.0091
green (264).png,Green,100.0,6.05,12.6,Lokal,0,1.0,0.657,0.7027,0.9712,-0.4383,1.0091
green (265).png,Green,100.0,6.34,13.4,Lokal,0,1.0,0.7039,0.9189,0.9712,-0.1047,1.9624
green (266).png,Green,100.0,5.76,13.3,Lokal,0,1.0,0.61,0.8919,0.9712,-0.7719,1.8432
green (267).png,Green,100.0,5.56,12.8,Lokal,0,1.0,0.5777,0.7568,0.9712,-1.002,1.2474
green (268).png,Green,100.0,5.35,12.7,Lokal,0,1.0,0.5437,0.7297,0.9712,-1.2436,1.1283
green (269).png,Green,100.0,5.73,12.3,Lokal,0,1.0,0.6052,0.6216,0.9712,-0.8065,0.6517
green (27).png,Green,100.0,5.09,12.3,Lokal,0,1.0,0.5016,0.6216,0.9712,-1.5428,0.6517
green (270).png,Green,100.0,5.04,12.7,Lokal,0,1.0,0.4935,0.7297,0.9712,-1.6003,1.1283
green (271).png,Green,100.0,3.32,13.0,Lokal,0,1.0,0.2152,0.8108,0.9712,-3.5791,1.4858
green (272).png,Green,100.0,5.25,12.8,Lokal,0,1.0,0.5275,0.7568,0.9712,-1.3587,1.2474
green (273).png,Green,100.0,3.27,12.4,Lokal,0,1.0,0.2071,0.6486,0.9712,-3.6366,0.7708
green (274).png,Green,100.0,5.9,13.4,Lokal,0,1.0,0.6327,0.9189,0.9712,-0.6109,1.9624
green (275).png,Green,100.0,6.54,12.6,Lokal,0,1.0,0.7362,0.7027,0.9712,0.1254,1.0091
green (276).png,Green,100.0,5.69,13.2,Lokal,0,1.0,0.5987,0.8649,0.9712,-0.8525,1.7241
green (277).png,Green,100.0,5.45,12.4,Lokal,0,1.0,0.5599,0.6486,0.9712,-1.1286,0.7708
green (278).png,Green,100.0,5.87,13.0,Lokal,0,1.0,0.6278,0.8108,0.9712,-0.6454,1.4858
green (279).png,Green,100.0,5.27,12.5,Lokal,0,1.0,0.5307,0.6757,0.9712,-1.3357,0.89
green (28).png,Green,100.0,5.36,12.2,Lokal,0,1.0,0.5453,0.5946,0.9712,-1.2321,0.5325
green (280).png,Green,100.0,4.9,12.7,Lokal,0,1.0,0.4709,0.7297,0.9712,-1.7613,1.1283
green (281).png,Green,100.0,5.87,13.2,Lokal,0,1.0,0.6278,0.8649,0.9712,-0.6454,1.7241
green (282).png,Green,100.0,5.42,12.7,Lokal,0,1.0,0.555,0.7297,0.9712,-1.1631,1.1283
green (283).png,Green,100.0,5.42,12.7,Lokal,0,1.0,0.555,0.7297,0.9712,-1.1631,1.1283
green (284).png,Green,100.0,5.77,12.9,Lokal,0,1.0,0.6117,0.7838,0.9712,-0.7604,1.3666
green (285).png,Green,100.0,5.47,12.2,Lokal,0,1.0,0.5631,0.5946,0.9712,-1.1056,0.5325
green (286).png,Green,100.0,5.81,13.2,Lokal,0,1.0,0.6181,0.8649,0.9712,-0.7144,1.7241
green (287).png,Green,100.0,5.86,13.2,Lokal,0,1.0,0.6262,0.8649,0.9712,-0.6569,1.7241
green (288).png,Green,100.0,5.88,12.8,Lokal,0,1.0,0.6294,0.7568,0.9712,-0.6339,1.2474
green (289).png,Green,100.0,4.77,12.8,Lokal,0,1.0,0.4498,0.7568,0.9712,-1.9109,1.2474
green (29).png,Green,100.0,5.02,12.4,Lokal,0,1.0,0.4903,0.6486,0.9712,-1.6233,0.7708
green (290).png,Green,100.0,5.97,13.1,Lokal,0,1.0,0.644,0.8378,0.9712,-0.5303,1.6049
green (291).png,Green,100.0,5.26,12.8,Lokal,0,1.0,0.5291,0.7568,0.9712,-1.3472,1.2474
green (292).png,Green,100.0,5.82,13.2,Lokal,0,1.0,0.6197,0.8649,0.9712,-0.7029,1.7241
green (293).png,Green,100.0,6.12,12.6,Lokal,0,1.0,0.6683,0.7027,0.9712,-0.3578,1.0091
green (294).png,Green,100.0,5.52,12.6,Lokal,0,1.0,0.5712,0.7027,0.9712,-1.0481,1.0091
green (295).png,Green,100.0,5.3,13.5,Lokal,0,1.0,0.5356,0.9459,0.9712,-1.3012,2.0815
green (296).png,Green,100.0,6.18,13.0,Lokal,0,1.0,0.678,0.8108,0.9712,-0.2887,1.4858
green (297).png,Green,100.0,6.33,12.3,Lokal,0,1.0,0.7023,0.6216,0.9712,-0.1162,0.6517
green (298).png,Green,100.0,5.79,13.2,Lokal,0,1.0,0.6149,0.8649,0.9712,-0.7374,1.7241
green (299).png,Green,100.0,3.47,12.9,Lokal,0,1.0,0.2395,0.7838,0.9712,-3.4065,1.3666
green (3).png,Green,100.0,6.53,12.3,Lokal,0,1.0,0.7346,0.6216,0.9712,0.1139,0.6517
green (30).png,Green,100.0,5.22,12.8,Lokal,0,1.0,0.5227,0.7568,0.9712,-1.3932,1.2474
green (300).png,Green,100.0,6.02,13.1,Lokal,0,1.0,0.6521,0.8378,0.9712,-0.4728,1.6049
green (31).png,Green,100.0,6.26,13.4,Lokal,0,1.0,0.6909,0.9189,0.9712,-0.1967,1.9624
green (32).png,Green,100.0,5.7,13.1,Lokal,0,1.0,0.6003,0.8378,0.9712,-0.841,1.6049
green (33).png,Green,100.0,5.04,12.8,Lokal,0,1.0,0.4935,0.7568,0.9712,-1.6003,1.2474
green (34).png,Green,100.0,5.47,12.8,Lokal,0,1.0,0.5631,0.7568,0.9712,-1.1056,1.2474
green (35).png,Green,100.0,5.44,12.1,Lokal,0,1.0,0.5583,0.5676,0.9712,-1.1401,0.4134
green (36).png,Green,100.0,5.81,12.8,Lokal,0,1.0,0.6181,0.7568,0.9712,-0.7144,1.2474
green (37).png,Green,100.0,6.45,13.1,Lokal,0,1.0,0.7217,0.8378,0.9712,0.0219,1.6049
green (38).png,Green,100.0,4.87,12.4,Lokal,0,1.0,0.466,0.6486,0.9712,-1.7959,0.7708
green (39).png,Green,100.0,5.99,12.9,Lokal,0,1.0,0.6472,0.7838,0.9712,-0.5073,1.3666
green (4).png,Green,100.0,6.85,12.9,Lokal,0,1.0,0.7864,0.7838,0.9712,0.4821,1.3666
green (40).png,Green,100.0,6.06,12.7,Lokal,0,1.0,0.6586,0.7297,0.9712,-0.4268,1.1283
green (41).png,Green,100.0,6.36,12.9,Lokal,0,1.0,0.7071,0.7838,0.9712,-0.0817,1.3666
green (42).png,Green,100.0,5.28,12.0,Lokal,0,1.0,0.5324,0.5405,0.9712,-1.3242,0.2942
green (43).png,Green,100.0,5.12,11.6,Lokal,0,1.0,0.5065,0.4324,0.9712,-1.5082,-0.1824
green (44).png,Green,100.0,5.38,12.6,Lokal,0,1.0,0.5485,0.7027,0.9712,-1.2091,1.0091
green (45).png,Green,100.0,5.53,12.2,Lokal,0,1.0,0.5728,0.5946,0.9712,-1.0365,0.5325
green (46).png,Green,100.0,5.5,13.1,Lokal,0,1.0,0.568,0.8378,0.9712,-1.0711,1.6049
green (47).png,Green,100.0,6.29,12.4,Lokal,0,1.0,0.6958,0.6486,0.9712,-0.1622,0.7708
green (48).png,Green,100.0,2.23,12.6,Lokal,0,1.0,0.0388,0.7027,0.9712,-4.8331,1.0091
green (49).png,Green,100.0,6.65,12.9,Lokal,0,1.0,0.754,0.7838,0.9712,0.252,1.3666
green (5).png,Green,100.0,6.86,12.7,Lokal,0,1.0,0.788,0.7297,0.9712,0.4936,1.1283
green (50).png,Green,100.0,5.28,12.5,Lokal,0,1.0,0.5324,0.6757,0.9712,-1.3242,0.89
green (51).png,Green,100.0,5.62,12.2,Lokal,0,1.0,0.5874,0.5946,0.9712,-0.933,0.5325
green (52).png,Green,100.0,5.77,12.2,Lokal,0,1.0,0.6117,0.5946,0.9712,-0.7604,0.5325
green (53).png,Green,100.0,6.34,12.0,Lokal,0,1.0,0.7039,0.5405,0.9712,-0.1047,0.2942
green (54).png,Green,100.0,3.2,12.7,Lokal,0,1.0,0.1958,0.7297,0.9712,-3.7171,1.1283
green (55).png,Green,100.0,4.56,12.6,Lokal,0,1.0,0.4159,0.7027,0.9712,-2.1525,1.0091
green (56).png,Green,100.0,5.85,11.9,Lokal,0,1.0,0.6246,0.5135,0.9712,-0.6684,0.1751
green (57).png,Green,100.0,6.62,12.5,Lokal,0,1.0,0.7492,0.6757,0.9712,0.2175,0.89
green (58).png,Green,100.0,6.58,12.2,Lokal,0,1.0,0.7427,0.5946,0.9712,0.1714,0.5325
green (59).png,Green,100.0,6.02,12.0,Lokal,0,1.0,0.6521,0.5405,0.9712,-0.4728,0.2942
green (6).png,Green,100.0,6.55,12.2,Lokal,0,1.0,0.7379,0.5946,0.9712,0.1369,0.5325
green (60).png,Green,100.0,5.05,12.8,Lokal,0,1.0,0.4951,0.7568,0.9712,-1.5888,1.2474
green (61).png,Green,100.0,3.2,12.6,Lokal,0,1.0,0.1958,0.7027,0.9712,-3.7171,1.0091
green (62).png,Green,100.0,5.67,12.9,Lokal,0,1.0,0.5955,0.7838,0.9712,-0.8755,1.3666
green (63).png,Green,100.0,5.88,12.6,Lokal,0,1.0,0.6294,0.7027,0.9712,-0.6339,1.0091
green (64).png,Green,100.0,6.17,12.7,Lokal,0,1.0,0.6764,0.7297,0.9712,-0.3003,1.1283
green (65).png,Green,100.0,7.53,13.1,Lokal,0,1.0,0.8964,0.8378,0.9712,1.2644,1.6049
green (66).png,Green,100.0,6.14,13.0,Lokal,0,1.0,0.6715,0.8108,0.9712,-0.3348,1.4858
green (67).png,Green,100.0,6.27,12.7,Lokal,0,1.0,0.6926,0.7297,0.9712,-0.1852,1.1283
green (68).png,Green,100.0,3.17,12.7,Lokal,0,1.0,0.1909,0.7297,0.9712,-3.7516,1.1283
green (69).png,Green,100.0,5.66,12.6,Lokal,0,1.0,0.5939,0.7027,0.9712,-0.887,1.0091
green (7).png,Green,100.0,5.55,12.3,Lokal,0,1.0,0.5761,0.6216,0.9712,-1.0135,0.6517
green (70).png,Green,100.0,6.02,13.5,Lokal,0,1.0,0.6521,0.9459,0.9712,-0.4728,2.0815
green (71).png,Green,100.0,5.79,13.1,Lokal,0,1.0,0.6149,0.8378,0.9712,-0.7374,1.6049
green (72).png,Green,100.0,5.55,11.8,Lokal,0,1.0,0.5761,0.4865,0.9712,-1.0135,0.0559
green (73).png,Green,100.0,5.79,12.4,Lokal,0,1.0,0.6149,0.6486,0.9712,-0.7374,0.7708
green (74).png,Green,100.0,5.65,12.4,Lokal,0,1.0,0.5922,0.6486,0.9712,-0.8985,0.7708
green (75).png,Green,100.0,5.8,12.4,Lokal,0,1.0,0.6165,0.6486,0.9712,-0.7259,0.7708
green (76).png,Green,100.0,6.56,12.5,Lokal,0,1.0,0.7395,0.6757,0.9712,0.1484,0.89
green (77).png,Green,100.0,6.24,12.2,Lokal,0,1.0,0.6877,0.5946,0.9712,-0.2197,0.5325
green (78).png,Green,100.0,5.89,12.9,Lokal,0,1.0,0.6311,0.7838,0.9712,-0.6224,1.3666
green (79).png,Green,100.0,5.74,12.7,Lokal,0,1.0,0.6068,0.7297,0.9712,-0.795,1.1283
green (8).png,Green,100.0,6.01,12.5,Lokal,0,1.0,0.6505,0.6757,0.9712,-0.4843,0.89
green (80).png,Green,100.0,5.55,12.7,Lokal,0,1.0,0.5761,0.7297,0.9712,-1.0135,1.1283
green (81).png,Green,100.0,6.28,12.3,Lokal,0,1.0,0.6942,0.6216,0.9712,-0.1737,0.6517
green (82).png,Green,100.0,6.26,12.7,Lokal,0,1.0,0.6909,0.7297,0.9712,-0.1967,1.1283
green (83).png,Green,100.0,6.16,12.7,Lokal,0,1.0,0.6748,0.7297,0.9712,-0.3118,1.1283
green (84).png,Green,100.0,6.64,12.7,Lokal,0,1.0,0.7524,0.7297,0.9712,0.2405,1.1283
green (85).png,Green,100.0,6.23,13.2,Lokal,0,1.0,0.6861,0.8649,0.9712,-0.2312,1.7241
green (86).png,Green,100.0,5.99,12.9,Lokal,0,1.0,0.6472,0.7838,0.9712,-0.5073,1.3666
green (87).png,Green,100.0,3.45,12.9,Lokal,0,1.0,0.2362,0.7838,0.9712,-3.4295,1.3666
green (88).png,Green,100.0,3.49,12.7,Lokal,0,1.0,0.2427,0.7297,0.9712,-3.3835,1.1283
green (89).png,Green,100.0,6.88,13.3,Lokal,0,1.0,0.7913,0.8919,0.9712,0.5166,1.8432
green (9).png,Green,100.0,6.36,12.7,Lokal,0,1.0,0.7071,0.7297,0.9712,-0.0817,1.1283
green (90).png,Green,100.0,6.54,12.1,Lokal,0,1.0,0.7362,0.5676,0.9712,0.1254,0.4134
green (91).png,Green,100.0,5.19,12.5,Lokal,0,1.0,0.5178,0.6757,0.9712,-1.4277,0.89
green (92).png,Green,100.0,6.14,12.2,Lokal,0,1.0,0.6715,0.5946,0.9712,-0.3348,0.5325
green (93).png,Green,100.0,6.18,12.1,Lokal,0,1.0,0.678,0.5676,0.9712,-0.2887,0.4134
green (94).png,Green,100.0,5.94,12.1,Lokal,0,1.0,0.6392,0.5676,0.9712,-0.5649,0.4134
green (95).png,Green,100.0,5.72,12.5,Lokal,0,1.0,0.6036,0.6757,0.9712,-0.818,0.89
green (96).png,Green,100.0,5.33,12.8,Lokal,0,1.0,0.5405,0.7568,0.9712,-1.2666,1.2474
green (97).png,Green,100.0,5.75,13.6,Lokal,0,1.0,0.6084,0.973,0.9712,-0.7834,2.2007
green (98).png,Green,100.0,6.21,12.7,Lokal,0,1.0,0.6828,0.7297,0.9712,-0.2542,1.1283
green (99).png,Green,100.0,6.04,13.4,Lokal,0,1.0,0.6553,0.9189,0.9712,-0.4498,1.9624
light (1).png,Light,100.0,6.25,12.7,Lokal,0,1.0,0.6893,0.7297,0.9712,-0.2082,1.1283
light (10).png,Light,0.0,5.57,12.1,Ekspor,1,0.0,0.5793,0.5676,-1.0313,-0.9905,0.4134
light (100).png,Light,100.0,7.24,12.3,Lokal,0,1.0,0.8495,0.6216,0.9712,0.9307,0.6517
light (101).png,Light,0.0,7.59,11.7,Ekspor,1,0.0,0.9061,0.4595,-1.0313,1.3334,-0.0633
light (102).png,Light,0.0,6.91,11.5,Ekspor,1,0.0,0.7961,0.4054,-1.0313,0.5511,-0.3016
light (103).png,Light,0.0,6.93,11.2,Ekspor,1,0.0,0.7994,0.3243,-1.0313,0.5741,-0.659
light (104).png,Light,100.0,6.79,12.4,Lokal,0,1.0,0.7767,0.6486,0.9712,0.413,0.7708
light (105).png,Light,100.0,6.8,12.2,Lokal,0,1.0,0.7783,0.5946,0.9712,0.4245,0.5325
light (106).png,Light,0.0,7.05,12.1,Ekspor,1,0.0,0.8188,0.5676,-1.0313,0.7122,0.4134
light (107).png,Light,100.0,6.9,12.1,Lokal,0,1.0,0.7945,0.5676,0.9712,0.5396,0.4134
light (108).png,Light,0.0,6.61,11.7,Ekspor,1,0.0,0.7476,0.4595,-1.0313,0.206,-0.0633
light (109).png,Light,0.0,7.08,11.7,Ekspor,1,0.0,0.8236,0.4595,-1.0313,0.7467,-0.0633
light (11).png,Light,0.0,5.92,11.9,Ekspor,1,0.0,0.6359,0.5135,-1.0313,-0.5879,0.1751
light (110).png,Light,100.0,8.1,11.8,Lokal,0,1.0,0.9887,0.4865,0.9712,1.9201,0.0559
light (111).png,Light,100.0,6.69,12.1,Lokal,0,1.0,0.7605,0.5676,0.9712,0.298,0.4134
light (112).png,Light,100.0,7.06,11.7,Lokal,0,1.0,0.8204,0.4595,0.9712,0.7237,-0.0633
light (113).png,Light,0.0,6.83,12.3,Ekspor,1,0.0,0.7832,0.6216,-1.0313,0.4591,0.6517
light (114).png,Light,0.0,6.16,12.3,Ekspor,1,0.0,0.6748,0.6216,-1.0313,-0.3118,0.6517
light (115).png,Light,0.0,6.11,12.0,Ekspor,1,0.0,0.6667,0.5405,-1.0313,-0.3693,0.2942
light (116).png,Light,0.0,7.18,12.4,Ekspor,1,0.0,0.8398,0.6486,-1.0313,0.8617,0.7708
light (117).png,Light,0.0,6.3,12.1,Ekspor,1,0.0,0.6974,0.5676,-1.0313,-0.1507,0.4134
light (118).png,Light,100.0,6.93,11.7,Lokal,0,1.0,0.7994,0.4595,0.9712,0.5741,-0.0633
light (119).png,Light,0.0,6.95,11.4,Ekspor,1,0.0,0.8026,0.3784,-1.0313,0.5971,-0.4207
light (12).png,Light,100.0,6.12,12.5,Lokal,0,1.0,0.6683,0.6757,0.9712,-0.3578,0.89
light (120).png,Light,0.0,6.81,12.0,Ekspor,1,0.0,0.7799,0.5405,-1.0313,0.436,0.2942
light (121).png,Light,100.0,7.06,11.0,Lokal,0,1.0,0.8204,0.2703,0.9712,0.7237,-0.8973
light (122).png,Light,100.0,7.11,11.8,Lokal,0,1.0,0.8285,0.4865,0.9712,0.7812,0.0559
light (123).png,Light,0.0,7.13,12.1,Ekspor,1,0.0,0.8317,0.5676,-1.0313,0.8042,0.4134
light (124).png,Light,0.0,6.88,12.2,Ekspor,1,0.0,0.7913,0.5946,-1.0313,0.5166,0.5325
light (125).png,Light,100.0,6.15,12.7,Lokal,0,1.0,0.6731,0.7297,0.9712,-0.3233,1.1283
light (126).png,Light,100.0,6.17,12.3,Lokal,0,1.0,0.6764,0.6216,0.9712,-0.3003,0.6517
light (127).png,Light,0.0,6.93,12.4,Ekspor,1,0.0,0.7994,0.6486,-1.0313,0.5741,0.7708
light (128).png,Light,0.0,6.56,12.0,Ekspor,1,0.0,0.7395,0.5405,-1.0313,0.1484,0.2942
light (129).png,Light,0.0,7.05,12.2,Ekspor,1,0.0,0.8188,0.5946,-1.0313,0.7122,0.5325
light (13).png,Light,0.0,6.94,12.0,Ekspor,1,0.0,0.801,0.5405,-1.0313,0.5856,0.2942
light (130).png,Light,0.0,6.99,11.7,Ekspor,1,0.0,0.8091,0.4595,-1.0313,0.6431,-0.0633
light (131).png,Light,100.0,7.24,11.1,Lokal,0,1.0,0.8495,0.2973,0.9712,0.9307,-0.7782
light (132).png,Light,0.0,7.15,12.3,Ekspor,1,0.0,0.835,0.6216,-1.0313,0.8272,0.6517
light (133).png,Light,100.0,6.86,12.1,Lokal,0,1.0,0.788,0.5676,0.9712,0.4936,0.4134
light (134).png,Light,0.0,5.93,12.0,Ekspor,1,0.0,0.6375,0.5405,-1.0313,-0.5764,0.2942
light (135).png,Light,0.0,6.73,12.3,Ekspor,1,0.0,0.767,0.6216,-1.0313,0.344,0.6517
light (136).png,Light,100.0,6.54,12.4,Lokal,0,1.0,0.7362,0.6486,0.9712,0.1254,0.7708
light (137).png,Light,100.0,6.47,11.9,Lokal,0,1.0,0.7249,0.5135,0.9712,0.0449,0.1751
light (138).png,Light,100.0,6.96,12.1,Lokal,0,1.0,0.8042,0.5676,0.9712,0.6086,0.4134
light (139).png,Light,0.0,6.54,11.3,Ekspor,1,0.0,0.7362,0.3514,-1.0313,0.1254,-0.5399
light (14).png,Light,0.0,6.27,11.3,Ekspor,1,0.0,0.6926,0.3514,-1.0313,-0.1852,-0.5399
light (140).png,Light,100.0,6.86,11.9,Lokal,0,1.0,0.788,0.5135,0.9712,0.4936,0.1751
light (141).png,Light,100.0,6.32,11.6,Lokal,0,1.0,0.7006,0.4324,0.9712,-0.1277,-0.1824
light (142).png,Light,0.0,6.69,11.0,Ekspor,1,0.0,0.7605,0.2703,-1.0313,0.298,-0.8973
light (143).png,Light,0.0,6.47,11.4,Ekspor,1,0.0,0.7249,0.3784,-1.0313,0.0449,-0.4207
light (144).png,Light,0.0,6.27,11.9,Ekspor,1,0.0,0.6926,0.5135,-1.0313,-0.1852,0.1751
light (145).png,Light,0.0,6.15,12.5,Ekspor,1,0.0,0.6731,0.6757,-1.0313,-0.3233,0.89
light (146).png,Light,0.0,5.98,12.1,Ekspor,1,0.0,0.6456,0.5676,-1.0313,-0.5188,0.4134
light (147).png,Light,0.0,6.77,12.1,Ekspor,1,0.0,0.7735,0.5676,-1.0313,0.39,0.4134
light (148).png,Light,0.0,6.87,11.6,Ekspor,1,0.0,0.7896,0.4324,-1.0313,0.5051,-0.1824
light (149).png,Light,0.0,6.92,11.4,Ekspor,1,0.0,0.7977,0.3784,-1.0313,0.5626,-0.4207
light (15).png,Light,100.0,7.54,12.3,Lokal,0,1.0,0.8981,0.6216,0.9712,1.2759,0.6517
light (150).png,Light,0.0,6.89,12.1,Ekspor,1,0.0,0.7929,0.5676,-1.0313,0.5281,0.4134
light (151).png,Light,100.0,7.29,11.9,Lokal,0,1.0,0.8576,0.5135,0.9712,0.9883,0.1751
light (152).png,Light,0.0,7.62,11.4,Ekspor,1,0.0,0.911,0.3784,-1.0313,1.3679,-0.4207
light (153).png,Light,100.0,7.43,11.6,Lokal,0,1.0,0.8803,0.4324,0.9712,1.1493,-0.1824
light (154).png,Light,0.0,6.55,12.0,Ekspor,1,0.0,0.7379,0.5405,-1.0313,0.1369,0.2942
light (155).png,Light,0.0,6.56,12.4,Ekspor,1,0.0,0.7395,0.6486,-1.0313,0.1484,0.7708
light (156).png,Light,0.0,6.85,11.7,Ekspor,1,0.0,0.7864,0.4595,-1.0313,0.4821,-0.0633
light (157).png,Light,0.0,7.03,11.8,Ekspor,1,0.0,0.8155,0.4865,-1.0313,0.6891,0.0559
light (158).png,Light,100.0,6.58,11.8,Lokal,0,1.0,0.7427,0.4865,0.9712,0.1714,0.0559
light (159).png,Light,100.0,6.42,12.2,Lokal,0,1.0,0.7168,0.5946,0.9712,-0.0126,0.5325
light (16).png,Light,100.0,7.4,12.6,Lokal,0,1.0,0.8754,0.7027,0.9712,1.1148,1.0091
light (160).png,Light,0.0,5.85,12.1,Ekspor,1,0.0,0.6246,0.5676,-1.0313,-0.6684,0.4134
light (161).png,Light,100.0,5.86,12.2,Lokal,0,1.0,0.6262,0.5946,0.9712,-0.6569,0.5325
light (162).png,Light,100.0,3.54,12.2,Lokal,0,1.0,0.2508,0.5946,0.9712,-3.326,0.5325
light (163).png,Light,100.0,5.56,11.3,Lokal,0,1.0,0.5777,0.3514,0.9712,-1.002,-0.5399
light (164).png,Light,100.0,6.1,12.8,Lokal,0,1.0,0.665,0.7568,0.9712,-0.3808,1.2474
light (165).png,Light,100.0,6.13,12.9,Lokal,0,1.0,0.6699,0.7838,0.9712,-0.3463,1.3666
light (166).png,Light,100.0,5.86,12.9,Lokal,0,1.0,0.6262,0.7838,0.9712,-0.6569,1.3666
light (167).png,Light,100.0,5.96,12.3,Lokal,0,1.0,0.6424,0.6216,0.9712,-0.5418,0.6517
light (168).png,Light,100.0,5.85,11.9,Lokal,0,1.0,0.6246,0.5135,0.9712,-0.6684,0.1751
light (169).png,Light,100.0,3.65,13.1,Lokal,0,1.0,0.2686,0.8378,0.9712,-3.1994,1.6049
light (17).png,Light,0.0,6.71,12.0,Ekspor,1,0.0,0.7638,0.5405,-1.0313,0.321,0.2942
light (170).png,Light,100.0,7.32,12.9,Lokal,0,1.0,0.8625,0.7838,0.9712,1.0228,1.3666
light (171).png,Light,100.0,6.71,12.8,Lokal,0,1.0,0.7638,0.7568,0.9712,0.321,1.2474
light (172).png,Light,100.0,6.65,11.8,Lokal,0,1.0,0.754,0.4865,0.9712,0.252,0.0559
light (173).png,Light,100.0,6.03,11.5,Lokal,0,1.0,0.6537,0.4054,0.9712,-0.4613,-0.3016
light (174).png,Light,100.0,7.27,13.0,Lokal,0,1.0,0.8544,0.8108,0.9712,0.9653,1.4858
light (175).png,Light,100.0,6.55,12.7,Lokal,0,1.0,0.7379,0.7297,0.9712,0.1369,1.1283
light (176).png,Light,100.0,5.86,12.1,Lokal,0,1.0,0.6262,0.5676,0.9712,-0.6569,0.4134
light (177).png,Light,100.0,6.56,12.2,Lokal,0,1.0,0.7395,0.5946,0.9712,0.1484,0.5325
light (178).png,Light,100.0,7.06,12.7,Lokal,0,1.0,0.8204,0.7297,0.9712,0.7237,1.1283
light (179).png,Light,100.0,7.01,12.6,Lokal,0,1.0,0.8123,0.7027,0.9712,0.6661,1.0091
light (18).png,Light,0.0,6.38,11.8,Ekspor,1,0.0,0.7104,0.4865,-1.0313,-0.0587,0.0559
light (180).png,Light,100.0,6.84,12.4,Lokal,0,1.0,0.7848,0.6486,0.9712,0.4706,0.7708
light (181).png,Light,100.0,6.95,12.5,Lokal,0,1.0,0.8026,0.6757,0.9712,0.5971,0.89
light (182).png,Light,100.0,5.78,11.8,Lokal,0,1.0,0.6133,0.4865,0.9712,-0.7489,0.0559
light (183).png,Light,100.0,6.61,13.2,Lokal,0,1.0,0.7476,0.8649,0.9712,0.206,1.7241
light (184).png,Light,100.0,5.74,12.2,Lokal,0,1.0,0.6068,0.5946,0.9712,-0.795,0.5325
light (185).png,Light,100.0,6.12,12.8,Lokal,0,1.0,0.6683,0.7568,0.9712,-0.3578,1.2474
light (186).png,Light,100.0,6.85,12.8,Lokal,0,1.0,0.7864,0.7568,0.9712,0.4821,1.2474
light (187).png,Light,100.0,7.11,12.5,Lokal,0,1.0,0.8285,0.6757,0.9712,0.7812,0.89
light (188).png,Light,100.0,6.33,13.0,Lokal,0,1.0,0.7023,0.8108,0.9712,-0.1162,1.4858
